title,author,image,tags,sinopsis,price,real_price,n_pages,editorial,lang,encuadernacion,ISBN,year,date
LA VIDA CONTADA POR UN SAPIENS A UN NEANDERTAL,JUAN JOSE MILLAS,https://imagessl5.casadellibro.com/a/l/t5/55/9788420439655.jpg,"Ciencias,Biología,Evolucionismo",UNO DE LOS MEJORES LIBROS DE 2021 SEGÚN,16.90,16.05,224,ALFAGUARA,CASTELLANO,Tapa blanda,9788420439655,2020,23/09/2020
NUESTRO PEQUEÑO UNIVERSO (LOVEINAPP 2),SUSANA RUBIO,https://imagessl0.casadellibro.com/a/l/t5/50/9788419085450.jpg,"Juvenil,Más de 15 años,Libros románticos y de amor",Una boda que preparar.,5.99,5.69,448,MONTENA,CASTELLANO,Tapa blanda,9788419085450,2022,03/11/2022
EL MAPA DE LOS ANHELOS,ALICE KELLEN,https://imagessl6.casadellibro.com/a/l/t5/56/9788408255956.jpg,"Romántica y erótica,Narrativa romántica",¿Y si te diesen un mapa para descubrir quién eres?,17.90,17.00,496,PLANETA,CASTELLANO,Tapa dura,9788408255956,2022,30/03/2022
PAU CAPELL: LLUITA PEL QUE VOLS I ESTIMA EL QUE TENS,PAU CAPELL GIL,https://imagessl0.casadellibro.com/a/l/t5/80/9788413560380.jpg,"Deportes y juegos,Deportes,Montañismo. Senderismo",,16.90,16.05,192,COSSETANIA,CATALÁN,Tapa blanda,9788413560380,2022,02/11/2022
"HANAKO-KUN, EL FANTASMA DEL LAVABO Nº 0",AIDA IRO,https://imagessl1.casadellibro.com/a/l/t5/31/9788419185631.jpg,"Cómics manga infantil y juvenil,Manga juvenil,Shonen",,8.50,8.07,192,IVREA,CASTELLANO,Tapa blanda,9788419185631,2022,13/10/2022
2X21: LA FELICIDAD NO ENTIENDE DE CROMOSOMAS,MARIANA DE UGARTE BLANCO,https://imagessl4.casadellibro.com/a/l/t5/84/9788415436584.jpg,"Autoayuda y Espiritualidad,Autoayuda",,16.90,16.05,200,CIUDADELA LIBROS,CASTELLANO,Tapa blanda,9788415436584,2022,08/09/2022
FUEGO Y SANGRE (CANCIÓN DE HIELO Y FUEGO) (RÚSTICA),GEORGE R.R. MARTIN,https://imagessl1.casadellibro.com/a/l/t5/61/9788401024061.jpg,"Literatura,Géneros literarios,Narrativa fantástica","Siglos antes de que tuvieran lugar los acontecimientos que se relatan en  «Canción de hielo y fuego», la casa Targaryen, la única dinastía de  señores dragón que sobrevivió a la Maldición de Valyria, se asentó en la isla de Rocadragón.",13.90,13.20,880,PLAZA & JANES EDITORES,CASTELLANO,Tapa blanda,9788401024061,2020,16/01/2020
LA CELESTINA: TRAGICOMEDIA DE CALISTO Y MELIBEA (6ª ED.),FERNANDO DE ROJAS,https://imagessl6.casadellibro.com/a/l/t5/26/9788483106426.jpg,"Literatura,Teatro,Teatro clásico español hasta el siglo XVIII",Si la intención de,15.50,14.72,208,TUSQUETS EDITORES,CASTELLANO,Tapa blanda,9788483106426,1999,01/07/1999
LA PIEL DEL TAMBOR,ARTURO PEREZ REVERTE,https://imagessl5.casadellibro.com/a/l/t5/65/9788420472065.jpg,"Novela contemporánea,Narrativa española","Un pirata informático que se infiltra en el Vaticano. Una iglesia  barroca, en Sevilla, que mata para defenderse. Tres pintorescos malvados  que aspiran a mantener viva la copla española. Una bella aristócrata  andaluza. Un apuesto sacerdote-agente especialista en asuntos sucios. Un  banquero celoso y su secretario ludópata. Una septuagenaria que bebe  Coca-cola. La tarjeta postal de una mujer muerta un siglo atrás. Y el  misterioso legado del capitán Xaloc, último corsario español, desaparecido frente a las costas de Cuba en 1898.",22.90,21.75,600,ALFAGUARA,CASTELLANO,Tapa blanda,9788420472065,2007,12/06/2007
DICCIONARIO ILUSTRADO LATIN: LATINO-ESPAÑOL / ESPAÑOL-LATINO,WOLE SOYINKA,https://imagessl8.casadellibro.com/a/l/t5/68/9788471539168.jpg,"Idiomas,Clásicos,Diccionarios de latín",,9.50,9.02,864,VOX / BIBLIOGRAF,CASTELLANO,Tapa blanda,9788471539168,2011,
LA PRISIONERA DE ORO,RAVEN KENNEDY,https://imagessl7.casadellibro.com/a/l/t5/77/9788419283177.jpg,"Literatura,Géneros literarios,Narrativa fantástica","Oro. Suelos de oro, paredes de oro, ropa de oro. En Highbell, en el castillo construido en las montañas heladas, todo está hecho de oro.",19.90,18.90,400,ROCA EDITORIAL DE LIBROS,CASTELLANO,Tapa blanda,9788419283177,2022,22/09/2022
LA VIDA VA DE ESTO,LUCIA GALAN BERTRAND,https://imagessl0.casadellibro.com/a/l/t5/00/9788408252900.jpg,"Autoayuda y Espiritualidad,Autoayuda","No tengas prisa. La vida es larga y bonita. Es una aventura en la que hay que aprender de cada experiencia. La vida es elección y cambio, es darse permiso para sentir, es autocrítica y aprendizaje. Y es vivir muchas vidas en una.",6.99,6.64,224,PLANETA,CASTELLANO,Tapa dura,9788408252900,2022,16/02/2022
CIEN RAZONES PARA ODIARTE (MIS RAZONES 1),VIOLETA REED,https://imagessl7.casadellibro.com/a/l/t5/37/9788466673037.jpg,"Romántica y erótica,Narrativa romántica","Elena es una chica responsable, nada alocada e incapaz de sacrificar su futuro profesional por una relación.",6.99,6.64,496, EDICIONES B,CASTELLANO,Tapa blanda,9788466673037,2022,21/07/2022
PUNK 57,PENELOPE DOUGLAS,https://imagessl4.casadellibro.com/a/l/t5/44/9788408258544.jpg,"Juvenil,Más de 15 años,Libros románticos y de amor","Mi profesora creyó que Ryen era un chico, la suya que Misha era nombre de chica y las dos, completamente equivocadas, nos juntaron para ser amigos por correspondencia. A nosotros no nos costó mucho darnos cuenta del error, pero antes ya habíamos discutido sobre cualquier tema posible: ¿la mejor pizza de la ciudad? ¿iPhone o Android? ¿Es Eminem el mejor rapero de todos los tiempos?",24.50,23.27,384,PLANETA,CASTELLANO,Tapa blanda,9788408258544,2022,29/06/2022
EL GUARDIAN ENTRE EL CENTENO,J.D. SALINGER,https://imagessl9.casadellibro.com/a/l/t5/09/9788420674209.jpg,"Literatura,Narrativa en bolsillo,Narrativa extranjera del XIX al XXI en bolsillo",,8.99,8.54,288,ALIANZA EDITORIAL,CASTELLANO,Tapa blanda,9788420674209,2010,13/09/2010
SIN NOVEDAD EN EL FRENTE (12ª ED.),ERICH MARIA REMARQUE,https://imagessl7.casadellibro.com/a/l/t5/57/9788435018357.jpg,"Literatura,Narrativa en bolsillo,Histórica en bolsillo",,9.95,9.45,230,EDHASA,CASTELLANO,Tapa blanda,9788435018357,2003,01/05/2003
LA CELESTINA (CLASICOS ADAPTADOS),FERNANDO DE ROJAS,https://imagessl6.casadellibro.com/a/l/t5/16/9788431615116.jpg,"Juvenil,Más de 13 años,Temas sociales",,15.50,14.72,256,VICENS-VIVES,CASTELLANO,Tapa blanda,9788431615116,2013,04/07/2013
UNA CORTE DE ALAS Y RUINA (NUEVA PRESENTACION) (UNA CORTE DE ROSAS Y ESPINAS 3),SARAH J. MAAS,https://imagessl7.casadellibro.com/a/l/t5/27/9788408257127.jpg,"Juvenil,Más de 15 años,Fantasía y magia","Feyre regresa a la Corte Primavera, decidida a reunir información",12.90,12.25,672,PLANETA,CASTELLANO,Tapa blanda,9788408257127,2022,13/04/2022
NECESIDADES ESPECÍFICAS DE APOYO EDUCATIVO,JOSE MANUEL SUAREZ RIVEIRO,https://imagessl4.casadellibro.com/a/l/t5/defecto4.jpg,"Psicología y Pedagogía,Pedagogía,Educación especial",,31.49,29.92,210,SANZ Y TORRES,CASTELLANO,Tapa blanda,9788417765873,2020,20/01/2020
ENTIENDE TU MENTE (EJEMPLAR FIRMADO POR LOS AUTORES),,https://imagessl1.casadellibro.com/a/l/t5/31/2910025380231.jpg,"Autoayuda y Espiritualidad,Autoayuda","Si te fijas en la portada de este libro, verás una cabeza con una llave que cuando gira «hace clic». Tú eres quien decide qué hacer con ese clic, con esa frase que puede que te llame la atención en alguna de estas páginas. El mérito de tu progreso es tuyo. Aquí, simplemente, tienes unos aliados que disfrutarán mucho acompañándote en tu crecimiento personal y compartiendo reflexiones que tal vez -¡ojalá!- muevan esa llavecita que llevas en el cogote.",10.37,9.85,280,AGUILAR,CASTELLANO,Tapa blanda,2910025380231,2022,06/10/2022
MORIR CON CERO,BILL PERKINS,https://imagessl9.casadellibro.com/a/l/t5/49/9788491118749.jpg,"Economía,Economía financiera",,15.00,14.25,216,OBELISCO,CASTELLANO,Tapa blanda,9788491118749,2022,13/06/2022
THE SCUM VILLAIN S SELF-SAVING SYSTEM: REN ZHA FANPAI ZIJIU XITONG (NOVEL) VOL. 4 (SPECIAL EDITION): 4,MO XIANG TONG XIU,https://imagessl8.casadellibro.com/a/l/t5/88/9781685797188.jpg,"Literatura,En otros idiomas,Literatura en ingles",,25.50,24.22,,SEVEN SEAS,INGLÉS,Tapa blanda,9781685797188,,01/11/2022
EL MAR Y LA CONQUISTA DE HISPANIA,SABINO PEREA YEBENES,https://imagessl8.casadellibro.com/a/l/t5/78/9788417945978.jpg,"Historia,Historia de España,Historia antigua de España",,35.00,33.25,384,MARCIAL PONS,CASTELLANO,Tapa blanda,9788417945978,2021,20/10/2021
EL HILO INVISIBLE. UN CUENTO SOBRE LOS VÍNCULOS QUE NOS UNEN,MIRIAM TIRADO,https://imagessl0.casadellibro.com/a/l/t5/30/9788417921330.jpg,"Infantil,Infantil 5 a 6 años,Álbumes ilustrados","La llegada de un nuevo hermanito o hermanita es siempre motivo de  alegría: ¡cuántos juegos vendrán, cuántas alegrías compartidas y cuántos  ratos divertidos! Pero también traerá algunas emociones que debemos aprender a manejar, como los celos o las inseguridades.",16.95,16.10,64,B DE BLOK ,CASTELLANO,Tapa dura,9788417921330,2020,03/09/2020
LA FRAGILIDAD DE UN CORAZON BAJO LA LLUVIA,MARIA MARTINEZ.,https://imagessl9.casadellibro.com/a/l/t5/19/9788408246619.jpg,"Literatura,Narrativa en bolsillo,Romántica en bolsillo","¿Qué ocurre cuando lo único que te queda es un corazón roto, un futuro incierto y la vuelta a la casilla de salida?",8.99,8.54,480,PLANETA,CASTELLANO,Tapa blanda,9788408246619,2021,25/08/2021
LA PLACE (NOBEL PRIZE LITERATURE 2022),ANNIE ERNAUX,https://imagessl0.casadellibro.com/a/l/t5/20/9782070377220.jpg,"Literatura,En otros idiomas,Literatura en francés",,9.49,9.02,113,GALLIMARD,FRANCÉS,Tapa blanda,9782070377220,1986,01/01/1986
UNA LUNA SIN MIEL,CHRISTINA HOBBS,https://imagessl3.casadellibro.com/a/l/t5/23/9788412477023.jpg,"Romántica y erótica,Narrativa romántica",,17.95,17.05,339,VR EUROPA,CASTELLANO,Tapa blanda,9788412477023,2022,16/05/2022
UN AMOR,SARA MESA,https://imagessl0.casadellibro.com/a/l/t5/30/9788433999030.jpg,"Novela contemporánea,Narrativa española",La historia de ,6.99,6.64,192,ANAGRAMA,CASTELLANO,Tapa blanda,9788433999030,2020,02/09/2020
MI ISLA,ELISABET BENAVENT,https://imagessl3.casadellibro.com/a/l/t5/13/9788466338813.jpg,"Literatura,Narrativa en bolsillo,Romántica en bolsillo",Maggie vive en una isla y regenta una casa de huéspedes...,18.90,17.95,536,DEBOLSILLO ,CASTELLANO,Tapa blanda,9788466338813,2017,08/06/2017
TAROT RIDER WAITE (BARAJA),ARTHUR EDWARD WAITE,https://imagessl9.casadellibro.com/a/l/t5/39/9788415292739.jpg,"Ciencias Humanas,Esoterismo y Ciencias Ocultas,Tarot y cartomancia",,6.99,6.64,48,ARKANO BOOKS,CASTELLANO,Tapa blanda,9788415292739,2018,25/06/2018
EL TAÑIDO SEPULCRAL (AMANDA BLACK 5 ),JUAN GOMEZ JURADO,https://imagessl7.casadellibro.com/a/l/t5/87/9788418688287.jpg,"Infantil,Infantil 10 a 12 años,Literatura 10 a 12 años","La situación es la siguiente: las calles están sitiadas por una multitud  de lo que parecen ser... ¿muertos vivientes? La ciudad ha sido rodeada y  nadie puede salir ni entrar de ella. En las noticias y en la radio  hablan de un virus, pero yo se que no ha sido un virus. Ha sido la Campana de Jade.",20.90,19.85,208,B DE BLOK ,CASTELLANO,Tapa dura,9788418688287,2022,09/06/2022
VENGO DE ESE MIEDO,MIGUEL ANGEL OESTE,https://imagessl7.casadellibro.com/a/l/t5/67/9788411071567.jpg,"Novela contemporánea,Narrativa española","Incapaz de visitar a su padre, el narrador de esta historia decide escribir sobre su familia sin contar con ese testimonio. El miedo a estar junto a él lo paraliza. Y así, como una infección que lo invade todo, aflora la narración de este infierno. Su madre, una belleza de menos de veinte años, se dejó seducir por el padre, un hombre dotado de gran encanto entre las amistades y muy generoso con los que le rodeaban en el trabajo, pero un egocéntrico maltratador en casa. En este retrato falsamente doméstico se perfilan los inicios del turismo en la Málaga de los años setenta, cuando el dinero europeo de veraneantes e inversores trajo en plena dictadura una insólita apertura en forma de diversión y juerga, aire fresco para una sociedad que ni en sueños habría imaginado noches de orgías sin fin. Miguel Ángel Oeste desciende al abismo de sus recuerdos y, en una dolorosa investigación, confronta su memoria con la de familiares y conocidos para elaborar un testimonio desgarrador, que a la vez es una crónica de los últimos cuarenta años de este país. Un viaje en el que el miedo es el protagonista, primero como padecimiento y luego como motor de escritura.",19.00,18.05,304,TUSQUETS EDITORES,CASTELLANO,Tapa blanda,9788411071567,2022,07/09/2022
LÍNEA DE FUEGO,ARTURO PEREZ REVERTE,https://imagessl0.casadellibro.com/a/l/t5/90/9788466359290.jpg,"Literatura,Narrativa en bolsillo,Narrativa española del XIX al XXI en bolsillo","«Ambiciosa y solvente, esta obra esquiva maniqueísmos y  simplificaciones, hasta trazar la gran novela a favor de la reconciliación nacional.»",22.90,21.75,688,DEBOLSILLO ,CASTELLANO,Tapa blanda,9788466359290,2022,03/02/2022
EL CUERPO LLEVA LA CUENTA,BESSEL VAN DER KOLK,https://imagessl4.casadellibro.com/a/l/t5/94/9788412067194.jpg,"Psicología y Pedagogía,Psicoterapias",,18.99,18.04,520,ELEFTHERIA,CASTELLANO,Tapa blanda,9788412067194,2020,01/03/2020
MIL RAZONES PARA QUERERTE (MIS RAZONES 2),VIOLETA REED,https://imagessl1.casadellibro.com/a/l/t5/81/9788466673181.jpg,"Romántica y erótica,Narrativa romántica","Elena y Marcos por fin han reconocido que, aunque no entraba en sus planes, están locos el uno por el otro.",6.99,6.64,512, EDICIONES B,CASTELLANO,Tapa blanda,9788466673181,2022,08/09/2022
"SER MAMA: GUIA DEL EMBARAZO, PARTO Y POSPARTO CON CIENCIA Y EMOCION",NAZARETH OLIVERA BELART,https://imagessl7.casadellibro.com/a/l/t5/07/9788418055607.jpg,"Medicina,Ginecología y Obstetricia,Gestación y parto","Este manual para las futuras madres se habla de los nueve meses de  embarazo, el parto y el posparto desde la evidencia científica y, a la  vez, con una perspectiva absolutamente respetuosa con el bebe y la mamá,  escuchando sus necesidades, resolviendo dudas y abarcando todas las  opciones sin tendencias, para dar tranquilidad, serenidad y confianza.  Cada mujer debe escoger que es lo mejor para ella y su bebe.",8.99,8.54,256,GRIJALBO,CASTELLANO,Tapa blanda,9788418055607,2022,19/05/2022
UNA SOMBRA EN LAS BRASAS,JENNIFER L. ARMENTROUT,https://imagessl5.casadellibro.com/a/l/t5/15/9788417854515.jpg,"Juvenil,Más de 15 años,Fantasía y magia","Nacida envuelta en el velo de los Primigenios, una Doncella como prometieron los Hados, el futuro de Seraphena Mierel nunca ha sido suyo. Elegida antes de nacer para cumplir el trato desesperado que aceptó su antepasado para salvar a su gente, Sera debe dejar atrás su vida y ofrecerse al Primigenio de la Muerte como su consorte.",10.99,10.44,800,PUCK,CASTELLANO,,9788417854515,2022,07/06/2022
EL SAVI DEL NIL,JESUS CORTES,https://imagessl3.casadellibro.com/a/l/t5/13/9788413581613.jpg,"Infantil,Infantil 10 a 12 años,Literatura 10 a 12 años",,9.95,9.45,128,BROMERA,CATALÁN,Tapa blanda,9788413581613,2021,01/03/2021
TU ROSTRO MAÑANA. 1 FIEBRE Y LANZA,JAVIER MARIAS,https://imagessl1.casadellibro.com/a/l/t5/91/9788483465691.jpg,"Literatura,Narrativa en bolsillo,Narrativa española del XIX al XXI en bolsillo","«No debería contar nunca nada», empieza por decir el narrador de esta historia, Jaime o Jacobo o Jacques Deza.",18.90,17.95,408,DEBOLSILLO,CASTELLANO,Tapa blanda,9788483465691,2008,09/05/2008
EL LIBRO DE LOS BALTIMORE,JOEL DICKER,https://imagessl4.casadellibro.com/a/l/t5/14/9788466343114.jpg,"Literatura,Narrativa en bolsillo,Narrativa extranjera del XIX al XXI en bolsillo",«,22.90,21.75,480,DEBOLSILLO ,CASTELLANO,Tapa blanda,9788466343114,2018,01/03/2018
NO SIENTO NADA,LIV STROMQUIST,https://imagessl6.casadellibro.com/a/l/t5/26/9788418052026.jpg,"Cómics,Novela gráfica,Europea",«Una radiografía radical de las relaciones actuales.»,18.90,17.95,184,RESERVOIR BOOKS,CASTELLANO,Tapa dura,9788418052026,2021,20/05/2021
MIÑAN,AMETS ARZALLUS,https://imagessl1.casadellibro.com/a/l/t5/41/9788417051341.jpg,"Novela contemporánea,Narrativa en euskera",,17.50,16.62,152,SUSA,EUSKERA,Tapa blanda,9788417051341,2019,29/10/2019
FORMACIÓN Y ORIENTACIÓN LABORAL. FUNDAMENTOS 3.ª EDICIÓN 2022,JOSE CARLOS GONZALEZ ACEDO,https://imagessl0.casadellibro.com/a/l/t5/50/9788413679150.jpg,"Libros de Texto y Formación,Ciclos formativos de grado medio",,14.99,14.24,210, EDICIONES PARANINFO,CASTELLANO,Tapa blanda,9788413679150,2022,30/05/2022
¡QUE RISA DE HUESOS!,ALLAN AHLBERG,https://imagessl2.casadellibro.com/a/l/t5/52/9788484643852.jpg,"Infantil,Infantil 3 a 4 años,Álbumes ilustrados",,19.95,18.95,32, KALANDRAKA EDITORA,CASTELLANO,Tapa dura,9788484643852,2018,01/10/2018
TAN POCA VIDA,HANYA YANAGIHARA,https://imagessl8.casadellibro.com/a/l/t5/78/9788426403278.jpg,"Novela contemporánea,Narrativa extranjera", ,13.90,13.20,1008,LUMEN,CASTELLANO,Tapa blanda,9788426403278,2016,15/09/2016
UN CABALLERO EN MOSCU,AMOR TOWLES,https://imagessl5.casadellibro.com/a/l/t5/85/9788498388985.jpg,"Novela contemporánea,Narrativa extranjera","Condenado a muerte por los bolcheviques en 1922, el conde Aleksandr  Ilich Rostov elude su trágico final por un inusitado giro del destino.  Gracias a un poema subversivo escrito diez años antes, el comité  revolucionario conmuta la pena máxima por un arresto domiciliario  inaudito: el aristócrata deberá pasar el resto de sus días en el hotel  Metropol, microcosmos de la sociedad rusa y conspicuo exponente del lujo  y la decadencia que el nuevo régimen se ha propuesto erradicar.",10.99,10.44,512, SALAMANDRA ,CASTELLANO,Tapa blanda,9788498388985,2018,04/10/2018
RESETEA TU MENTE. DESCUBRE DE LO QUE ERES CAPAZ,MARIO ALONSO PUIG,https://imagessl5.casadellibro.com/a/l/t5/45/9788467062045.jpg,"Autoayuda y Espiritualidad,Autoayuda",En,6.95,6.60,224, ESPASA LIBROS,CASTELLANO,,9788467062045,2021,24/03/2021
NEON GENESIS EVANGELION 3 (ED. COLECCIONISTA),YOSHIYUKI SADAMOTO,https://imagessl5.casadellibro.com/a/l/t5/75/9788467951875.jpg,"Cómics manga infantil y juvenil,Manga juvenil,Shonen",,14.95,14.20,368, NORMA EDITORIAL,CASTELLANO,Tapa blanda,9788467951875,2022,23/09/2022
